suburb,tier,latitude,longitude,distance_to_cbd_km,bedrooms,bathrooms,size_sqm,plot_size_sqm,house_age,has_pool,has_borehole,has_solar,walled,price_usd
Avonlea,middle,-17.772571572594636,30.973713161786666,9.96,4,4,164,598,25,0,1,0,1,195714.69
Vainona,upper-mid,-17.771643793666886,31.087948649223566,8.01,5,4,274,789,0,0,1,1,1,537559.91
Belvedere,middle,-17.854096482270357,31.018590191984774,3.8,1,1,168,964,23,0,0,0,1,109776.16
Mabelreign,middle,-17.808043968180122,31.00338389888969,5.09,1,1,245,1491,15,0,0,1,0,117598.25
Borrowdale,premium,-17.73536260916002,31.104963961627274,12.39,1,1,276,200,27,1,0,0,1,479012.83
Avonlea,middle,-17.76448375862706,30.99733108787011,8.95,8,6,178,545,6,0,0,1,1,333381.05
Highlands,upper-mid,-17.795087058628432,31.079146011489325,5.39,5,5,307,1524,0,1,1,0,1,543181.71
Mufakose,township,-17.906039382643556,30.96176749644223,12.13,2,1,119,609,13,0,0,0,1,44503.08
Highlands,upper-mid,-17.79044020507777,31.06252007514614,4.88,3,3,279,1506,24,0,0,0,1,380292.94
Avonlea,middle,-17.764641436079316,30.98362533922353,9.83,3,3,231,1716,18,0,1,0,1,264376.17
Marlborough,middle,-17.780239994485655,30.942356310030195,12.25,2,1,235,1099,26,0,1,1,1,214279.63
Greendale,upper-mid,-17.785332795788836,31.1346433454968,10.76,5,5,298,1346,10,0,1,1,1,451552.68
Belvedere,middle,-17.85663736640054,31.027476473345946,3.4,1,1,112,826,25,1,0,0,1,143834.01
Hatfield,middle,-17.86937736279272,31.087000028066498,6.16,1,1,238,467,10,0,0,1,1,114738.53
Avonlea,middle,-17.766523226653742,30.980088268930903,9.93,2,2,192,972,19,0,0,0,1,188310.07
Hatfield,middle,-17.871207214199902,31.091241079201104,6.63,7,6,172,1146,25,0,0,0,1,195702.65
Budiriro,township,-17.931709828541198,30.939013407251448,15.85,1,1,58,200,17,0,0,0,1,29506.88
Avondale,upper-mid,-17.79231005949603,31.03711294230199,4.38,5,5,160,872,43,0,1,1,1,316433.26
Marlborough,middle,-17.779417030403845,30.950040685070537,11.57,4,4,194,1071,25,0,0,0,1,277528.26
Borrowdale,premium,-17.742817135747096,31.10227939008978,11.53,1,1,336,1907,16,0,1,1,1,489463.91
Mabelreign,middle,-17.807026562847767,31.00276582573798,5.21,5,4,207,1610,23,0,0,0,0,161772.57
Marlborough,middle,-17.77234744051146,30.953343918803046,11.69,1,1,166,631,8,0,1,0,1,186774.06
Greendale,upper-mid,-17.78917764084034,31.12361764474215,9.53,4,3,380,960,32,1,1,1,1,389781.71
Glen Lorne,premium,-17.743118513142694,31.183701371537456,17.64,1,1,369,2400,24,0,1,1,1,443274.49
Mufakose,township,-17.907888073194037,30.965044254201352,12.03,3,2,107,650,19,0,1,0,0,44736.66
Greendale,upper-mid,-17.793027163211878,31.11806797659316,8.81,2,1,301,2005,10,0,1,0,1,344723.65
Belvedere,middle,-17.857744873653726,31.02148277430649,3.88,3,2,179,799,43,0,0,1,1,142560.49
Ballantyne Park,premium,-17.749984295980592,31.07856286152553,9.68,4,3,392,1472,0,1,0,1,1,518962.44
Kambuzuma,township,-17.856241137252788,30.957493266629996,9.68,3,3,96,508,33,0,0,0,1,43448.6
Ballantyne Park,premium,-17.759451004093272,31.07814730056208,8.7,2,2,228,1436,12,0,1,1,1,395163.27
Highlands,upper-mid,-17.785495150454608,31.074429050697876,5.94,6,5,330,1741,38,0,1,0,1,472745.69
Mufakose,township,-17.910923035793502,30.953417154141793,13.15,2,1,97,374,12,0,0,0,1,50420.05
Glen View,township,-17.930622244724397,30.97302473811118,13.44,1,1,106,520,22,0,1,0,0,38170.09
Highlands,upper-mid,-17.781356567928004,31.070851751299625,6.16,4,3,303,2006,17,1,1,1,0,490261.78
Avondale,upper-mid,-17.78908397039582,31.026664937411518,5.05,1,1,91,601,24,1,0,0,1,205842.56
Hatfield,middle,-17.865339955250928,31.092956037475684,6.35,3,3,207,950,2,0,0,0,1,148265.96
Mufakose,township,-17.91126877196946,30.95588888479386,12.98,3,3,88,239,23,0,0,0,0,47255.56
Greendale,upper-mid,-17.782606146937795,31.138521902399834,11.27,7,6,279,1289,16,0,0,0,1,497146.83
Marlborough,middle,-17.78041249090259,30.949000299310057,11.62,3,3,209,1088,16,0,1,0,1,276885.55
Hatfield,middle,-17.870835903189334,31.090949935400136,6.58,1,1,231,1727,0,0,1,0,1,136803.54
Hatfield,middle,-17.872335600293958,31.09537480591946,7.04,5,4,189,880,30,0,1,0,1,174875.09
Mabelreign,middle,-17.80887466251687,31.002175843356575,5.16,7,6,176,829,34,0,1,1,1,176945.68
Avonlea,middle,-17.763101986070044,30.993800203217596,9.29,6,5,145,497,3,1,1,0,1,333513.39
Mt Pleasant,premium,-17.779453150285025,31.013517602307648,6.63,3,3,136,507,25,1,0,0,1,429780.23
Glen View,township,-17.93079145481496,30.966407611849196,13.87,6,5,112,643,36,0,0,0,1,52566.08
Mufakose,township,-17.90484903286844,30.95925514513021,12.24,4,4,48,209,14,0,0,0,0,56770.71
Mabelreign,middle,-17.81153633281441,31.007541803841423,4.52,2,2,210,1085,12,0,1,0,0,109402.98
Mt Pleasant,premium,-17.774300617516744,31.018960526290943,6.88,2,1,321,1281,18,0,1,1,1,434363.99
Highlands,upper-mid,-17.790882819436124,31.073086047668227,5.36,3,3,278,1618,26,0,1,0,1,445123.46
Hatfield,middle,-17.866901599538675,31.080746295262795,5.5,2,1,218,1685,39,0,1,0,1,92784.59
Borrowdale,premium,-17.743801341527345,31.09996939676359,11.31,2,1,327,997,20,1,1,1,1,643326.17
Budiriro,township,-17.935547845478023,30.93822001109744,16.21,3,3,83,440,25,0,0,0,1,33321.01
Greendale,upper-mid,-17.78911681960181,31.136937145820863,10.79,3,3,281,602,22,0,0,0,1,365472.5
Hatfield,middle,-17.8706002942478,31.089027763743303,6.41,2,2,166,999,17,0,1,0,1,127963.71
Mufakose,township,-17.909835837537244,30.959493468163288,12.6,3,3,64,279,15,0,0,0,0,50907.31
Greendale,upper-mid,-17.791697667770787,31.12826990658153,9.84,4,4,236,1620,22,0,0,0,1,386650.98
Vainona,upper-mid,-17.7868138675304,31.083191551790716,6.36,3,2,285,1438,12,0,0,0,1,363481.97
Avonlea,middle,-17.767849331312043,30.98993183717035,9.13,2,1,170,676,6,0,0,0,1,196113.47
Avonlea,middle,-17.770458524565797,31.002065393683846,8.12,3,3,156,1163,13,0,0,1,0,250653.13
Greendale,upper-mid,-17.79152871486554,31.124702874489767,9.51,7,6,282,2152,26,0,0,0,1,469887.15
Avonlea,middle,-17.769035998814342,30.99454108715417,8.72,6,6,233,1658,25,1,0,0,1,298904.46
Kambuzuma,township,-17.8577026016299,30.960500455364144,9.42,3,3,109,512,43,0,0,0,0,37633.44
Avondale,upper-mid,-17.783937881566885,31.036538163537575,5.31,1,1,277,2331,13,0,1,0,1,285006.75
Highlands,upper-mid,-17.790773833451844,31.0634151455176,4.88,5,4,335,1471,33,0,1,0,1,469850.85
Greendale,upper-mid,-17.789831365769693,31.119211285571446,9.09,4,4,246,1598,28,0,1,0,1,397985.02
Greendale,upper-mid,-17.796578664131957,31.128109395634336,9.59,1,1,142,850,31,0,0,1,1,268378.18
Mt Pleasant,premium,-17.775627051270583,31.02331142703237,6.57,4,3,343,1203,0,1,1,1,1,600982.54
Ballantyne Park,premium,-17.759070404150346,31.090958539735755,9.36,2,2,417,1681,24,0,1,0,1,397524.74
Belvedere,middle,-17.848256990225664,31.01997825200328,3.27,4,3,116,532,20,0,1,0,1,203422.63
Vainona,upper-mid,-17.77452548939279,31.087814747583703,7.74,2,1,185,1104,20,0,1,0,1,308323.9
Kambuzuma,township,-17.850944638922922,30.959778291907334,9.29,3,3,92,535,18,0,0,0,1,46249.97
Highlands,upper-mid,-17.78699926053914,31.067026148932143,5.42,2,1,218,1049,25,0,0,0,1,266392.24
Mt Pleasant,premium,-17.77914113841178,31.021342607392302,6.29,6,5,420,3360,29,1,1,1,1,590347.03
Hatfield,middle,-17.873199196272253,31.086860987824647,6.45,3,3,161,801,0,0,0,0,1,156928.59
Mufakose,township,-17.908052278235626,30.960709139592282,12.37,4,4,83,605,6,0,0,0,1,55717.35
Vainona,upper-mid,-17.775246631180767,31.073976486027085,6.92,1,1,323,1929,6,1,0,0,1,342677.44
Highlands,upper-mid,-17.790761726134523,31.06837223421418,5.11,3,3,146,743,41,1,1,0,1,292148.14
Ballantyne Park,premium,-17.7575892080005,31.081241584197777,9.02,2,2,169,815,41,0,1,0,1,273976.94
Marlborough,middle,-17.77858550467444,30.954398823640638,11.22,4,3,149,377,26,0,1,0,1,215388.74
Avondale,upper-mid,-17.792089334696907,31.027043486141594,4.73,5,5,126,526,33,1,1,1,1,334770.86
Highlands,upper-mid,-17.793461407251467,31.07160774680513,5.04,3,3,273,1986,21,0,1,1,1,408270.13
Borrowdale,premium,-17.73358838042863,31.092142813931133,11.93,7,6,255,1368,27,1,1,0,1,803647.65
Avondale,upper-mid,-17.784476853182266,31.027997414508267,5.48,2,2,141,628,26,1,1,1,1,287354.49
Kambuzuma,township,-17.864027206531375,30.954675366596287,10.24,3,2,92,472,25,0,0,0,1,38879.86
Belvedere,middle,-17.84381978384796,31.010163250565178,3.95,4,3,177,1211,5,0,1,0,1,215425.75
Marlborough,middle,-17.7728875610425,30.952168622927832,11.76,2,2,152,914,0,0,1,1,1,262332.55
Mt Pleasant,premium,-17.782567631195644,31.018799849503903,6.06,1,1,355,2650,35,0,1,1,1,366468.24
Highlands,upper-mid,-17.79174925958311,31.065650881774154,4.88,2,2,207,750,7,0,1,1,1,436511.7
Vainona,upper-mid,-17.78613341908751,31.090115322136388,6.91,5,5,278,1801,0,1,1,1,1,638946.04
Hatfield,middle,-17.858019478545216,31.09952746509549,6.51,2,1,286,1569,20,0,1,0,1,141359.85
Mufakose,township,-17.912771219337298,30.957053632512643,13.01,2,2,86,381,22,0,0,0,1,44418.84
Glen View,township,-17.926036598292615,30.96323912957311,13.66,1,1,55,230,2,0,0,0,1,34107.55
Budiriro,township,-17.936987335753674,30.94325378449338,15.96,7,6,63,307,17,0,0,0,1,59047.06
Budiriro,township,-17.942968861520903,30.939283330489722,16.74,4,4,128,371,35,0,0,0,1,41094.19
Kambuzuma,township,-17.864312297875525,30.955853415529216,10.14,2,1,123,545,29,0,0,0,1,33626.16
Glen Lorne,premium,-17.74428202655837,31.18320819143764,17.52,5,4,505,2371,22,1,1,1,1,751905.67
Mt Pleasant,premium,-17.779689693571537,31.02572669715267,6.06,6,5,211,1028,29,1,1,1,1,599755.55
Vainona,upper-mid,-17.780181203172752,31.08180994839766,6.86,2,1,322,1953,26,1,0,0,1,372569.88
Marlborough,middle,-17.772598332527767,30.95284035331635,11.72,2,2,206,955,28,0,0,0,1,205602.77
Glen Lorne,premium,-17.737565653534336,31.17986686624022,17.66,4,4,494,1790,39,0,1,1,1,592985.3
Mabelreign,middle,-17.801428851575192,30.99749993239875,6.01,2,1,218,1261,26,0,1,1,1,139580.51
Avonlea,middle,-17.769453912869526,30.994468004250745,8.69,1,1,145,809,9,0,1,1,1,203504.77
Marlborough,middle,-17.784296747787852,30.952739367847325,11.06,2,2,140,851,50,0,1,0,0,136949.6
Ballantyne Park,premium,-17.76240439257185,31.083797316005544,8.66,2,2,329,1530,23,0,1,1,1,361853.93
Highlands,upper-mid,-17.79098442674462,31.077408940377207,5.62,2,1,239,705,28,0,0,1,1,309413.08
Ballantyne Park,premium,-17.76375064603739,31.084204222004132,8.55,2,2,297,1312,23,1,1,0,1,417265.97
Mabelreign,middle,-17.80711969373568,30.996132671035905,5.81,2,1,143,707,1,0,0,0,1,117633.61
Avonlea,middle,-17.774123059711208,30.990046609017835,8.59,5,5,192,704,21,0,0,1,1,293645.54
Hatfield,middle,-17.87273823239164,31.09063289638588,6.7,1,1,188,1041,3,0,0,1,1,127399.24
Vainona,upper-mid,-17.784496414404877,31.083789542210162,6.6,4,3,291,1520,23,0,1,1,1,422532.82
Greendale,upper-mid,-17.79098799496217,31.139232605724473,10.92,4,3,297,1400,30,0,1,0,1,354062.94
Greendale,upper-mid,-17.78275858447353,31.123831616705047,9.92,3,3,280,838,24,1,0,1,1,348756.03
Hatfield,middle,-17.86655698140834,31.090387774066233,6.22,5,4,186,1215,5,0,1,0,1,166101.97
Hatfield,middle,-17.871049544144665,31.09433260860421,6.86,2,2,191,924,27,0,1,0,1,139276.14
Highlands,upper-mid,-17.781863397359768,31.064531672590334,5.84,3,2,310,2156,15,0,1,1,0,440898.85
Kambuzuma,township,-17.857788895405516,30.954707289029834,10.01,1,1,102,713,30,0,0,0,0,29748.03
Mt Pleasant,premium,-17.786989185332033,31.02221708859393,5.46,2,1,271,838,24,1,1,1,1,405539.77
Glen View,township,-17.933040638057264,30.96575331418924,14.11,1,1,87,418,10,0,0,0,0,35179.9
Mt Pleasant,premium,-17.779662437968646,31.02929088808469,5.95,4,3,403,3169,19,1,1,0,1,487956.27
Highlands,upper-mid,-17.79448834445559,31.068828222558682,4.78,3,3,195,908,27,0,0,0,1,333096.85
Mabelreign,middle,-17.804053746984053,30.998697252396042,5.74,5,5,225,1364,16,0,0,0,1,168960.89
Ballantyne Park,premium,-17.75784976447118,31.08437347025016,9.14,1,1,401,2262,30,1,1,1,1,373312.31
Greendale,upper-mid,-17.78151410179444,31.129602588810652,10.51,4,3,180,1116,10,1,1,0,1,405013.64
Avondale,upper-mid,-17.784333129431236,31.03197603924508,5.37,4,4,309,1215,10,0,1,1,1,356760.42
Highlands,upper-mid,-17.798940705193708,31.065735666768216,4.19,2,1,275,1272,24,0,0,1,1,358428.51
Hatfield,middle,-17.86711494669995,31.09256564829296,6.44,7,6,101,502,20,0,0,0,1,182520.02
Mabelreign,middle,-17.80935527341546,31.003257549198302,5.03,5,4,127,809,22,1,0,0,1,168907.15
Mufakose,township,-17.907631069871293,30.95617442771828,12.69,5,4,94,361,15,0,1,0,1,61256.44
Vainona,upper-mid,-17.781737789949744,31.08301077719045,6.8,1,1,276,839,19,1,0,0,1,299257.89
Marlborough,middle,-17.779276095219867,30.947403045648283,11.83,6,6,201,320,0,0,0,0,1,321842.44
Highlands,upper-mid,-17.794760718691,31.07082475293039,4.87,4,4,221,1327,46,1,1,1,1,368603.88
Highlands,upper-mid,-17.793013899500334,31.069338375774198,4.95,1,1,190,922,34,0,1,0,1,240225.39
Ballantyne Park,premium,-17.75902883275562,31.080127578665266,8.82,3,3,461,1902,9,1,1,1,1,575541.98
Kambuzuma,township,-17.860664482303317,30.964777225429923,9.11,3,2,81,404,8,0,0,0,1,47549.21
Mufakose,township,-17.90701844938766,30.9607447139569,12.29,4,4,94,483,19,0,0,0,1,51788.72
Hatfield,middle,-17.87572783711195,31.094653717890328,7.24,3,2,242,1774,37,0,0,1,1,126436.3
Marlborough,middle,-17.77409945157263,30.94147720531324,12.66,1,1,205,1123,0,0,0,1,1,225669.18
Marlborough,middle,-17.785168959213767,30.952401240970417,11.05,2,2,79,643,12,0,1,0,1,223350.78
Marlborough,middle,-17.775195457539056,30.948727130883817,11.93,1,1,179,592,17,0,0,0,1,172568.13
Marlborough,middle,-17.773297713592335,30.952102102947094,11.74,1,1,268,1812,26,0,1,0,1,210132.3
Avondale,upper-mid,-17.793901880266805,31.034997358340043,4.26,5,4,292,1984,15,0,1,0,1,401329.89
Mt Pleasant,premium,-17.775416201994428,31.02195630077617,6.64,4,3,290,1708,36,0,1,1,1,519489.6
Mt Pleasant,premium,-17.775854632450528,31.023759757853522,6.53,7,6,155,784,36,1,0,1,1,478208.96
Kambuzuma,township,-17.851911043126393,30.970758794875902,8.2,3,3,100,624,25,0,0,0,0,37670.21
Avondale,upper-mid,-17.79223756370202,31.031358715706755,4.55,2,1,287,812,34,0,1,1,1,212530.99
Kambuzuma,township,-17.86428502407678,30.957023712065457,10.02,3,2,124,597,10,0,0,0,0,42179.91
Ballantyne Park,premium,-17.757937870859852,31.08584394674154,9.2,3,2,165,846,20,1,1,1,1,391157.96
Marlborough,middle,-17.780734999815483,30.953477586737346,11.19,3,2,226,1079,11,1,1,0,1,232941.78
Highlands,upper-mid,-17.781775187440896,31.066936822934462,5.95,1,1,316,1528,16,0,1,0,1,340183.37
Highlands,upper-mid,-17.792702782244078,31.06254856705044,4.65,2,2,381,1589,46,1,1,1,1,368411.51
Borrowdale,premium,-17.741065016597982,31.100940653335943,11.62,6,6,357,1081,20,0,1,1,1,801404.83
Mt Pleasant,premium,-17.777705319868097,31.02418872452023,6.32,3,3,353,1464,34,0,0,1,1,384151.82
Glen View,township,-17.9211275719693,30.976873699825347,12.35,2,1,97,360,23,0,0,0,0,34977.62
Vainona,upper-mid,-17.7816896375443,31.072189944423354,6.19,2,1,254,1146,41,1,1,0,0,279760.82
Avonlea,middle,-17.773470846027614,30.99115716665352,8.57,4,3,144,850,55,0,1,0,1,160590.15
Avondale,upper-mid,-17.79308931641849,31.029440762027477,4.53,5,4,213,878,25,0,0,1,1,356440.16
Greendale,upper-mid,-17.78746109924328,31.13258326541407,10.46,4,3,282,1446,27,0,0,1,1,367651.35
Marlborough,middle,-17.77835198712162,30.94689443402898,11.92,4,4,229,592,21,0,1,0,1,227506.24
Ballantyne Park,premium,-17.76267136822847,31.0721863499643,8.12,3,3,434,2430,20,1,1,0,1,530874.05
Budiriro,township,-17.938723532349414,30.941655562112253,16.22,2,1,95,427,17,0,0,0,1,33815.23
Mabelreign,middle,-17.81013218677183,31.00463919285644,4.86,1,1,119,451,9,0,0,0,0,91675.67
Hatfield,middle,-17.866907364290988,31.096631098811287,6.77,1,1,94,250,29,0,0,0,1,92726.71
Avondale,upper-mid,-17.79287693325819,31.03500514263011,4.37,3,2,314,2382,26,0,1,0,1,345138.51
Ballantyne Park,premium,-17.75805164434665,31.076933134083156,8.79,3,2,347,1600,39,1,1,0,1,414515.45
Glen View,township,-17.934738719200766,30.974062081258207,13.76,3,2,138,428,23,0,0,0,0,36103.2
Vainona,upper-mid,-17.77996467493933,31.080667083347716,6.82,3,3,284,1232,34,0,0,1,1,343318.57
Glen Lorne,premium,-17.74543009152348,31.17456958438028,16.7,4,4,281,2047,10,0,1,0,1,628267.79
Greendale,upper-mid,-17.79002564701151,31.124958822537568,9.61,2,2,240,744,32,1,1,1,1,307977.51
Mabelreign,middle,-17.80845607322365,30.996500273324582,5.71,2,1,155,751,11,0,0,0,1,123642.46
Avonlea,middle,-17.772581255211772,30.977090801300935,9.69,1,1,210,1059,14,0,1,0,1,193071.25
Hatfield,middle,-17.87444772776595,31.09459263099849,7.13,5,5,146,665,31,0,0,0,0,170617.41
Mabelreign,middle,-17.805789755650974,31.001940049449153,5.35,2,1,125,905,14,0,0,0,1,110839.33
Highlands,upper-mid,-17.787619479348404,31.077212702545456,5.91,3,3,326,1697,18,0,0,0,1,428641.16
Glen View,township,-17.92057724064503,30.974313066095043,12.46,5,5,75,401,0,0,0,0,1,60878.28
Avondale,upper-mid,-17.78862764729899,31.027657014430172,5.06,3,3,349,1775,10,0,1,0,1,332951.64
Belvedere,middle,-17.847054521884942,31.02385010995448,2.86,1,1,162,527,23,0,1,0,1,144904.52
Borrowdale,premium,-17.73621299159197,31.10134616445046,12.11,3,3,413,2126,32,1,1,1,1,626190.65
Budiriro,township,-17.934377233508776,30.939905467315633,15.99,1,1,94,501,37,0,0,0,1,26158.27
Vainona,upper-mid,-17.77727881569568,31.073198754895465,6.68,1,1,222,378,0,0,1,1,1,347132.51
Glen Lorne,premium,-17.737563469766158,31.182378677498434,17.88,2,1,466,1990,21,0,1,1,1,461559.38
Avondale,upper-mid,-17.78860464494572,31.0322154240566,4.9,4,3,264,1009,13,1,1,1,1,365601.51
Mt Pleasant,premium,-17.775609670180984,31.02323058227473,6.58,4,4,362,2081,19,0,1,1,1,589729.25
Ballantyne Park,premium,-17.75429906637081,31.082237279501445,9.4,2,2,331,506,11,0,1,1,1,430863.32
Avonlea,middle,-17.77459452804412,30.992812759309537,8.36,4,3,147,583,23,0,0,0,1,231418.96
Greendale,upper-mid,-17.78851525627753,31.128285661466492,10.0,3,3,157,835,16,0,1,0,1,384392.27
Glen View,township,-17.93091119709465,30.972296799228772,13.51,3,3,144,936,0,0,0,0,0,53666.07
Vainona,upper-mid,-17.783321542096175,31.083043671796972,6.66,3,2,320,1410,44,0,1,0,1,295519.14
Hatfield,middle,-17.870431196541414,31.093858602389908,6.78,6,5,242,1218,18,0,0,0,1,190042.56
Avondale,upper-mid,-17.78021274488638,31.03392802419721,5.77,3,2,344,2408,19,0,0,0,1,259169.88
Belvedere,middle,-17.85486817480012,31.018223273361674,3.88,3,3,247,1194,15,0,0,1,1,186279.64
Avonlea,middle,-17.768651058085904,30.99709317656032,8.59,3,2,222,704,26,0,0,0,1,169830.63
Avondale,upper-mid,-17.787688595106687,31.031833817315054,5.01,3,2,301,1185,0,0,1,1,1,343421.75
Kambuzuma,township,-17.8634773178506,30.94661113658918,11.02,1,1,80,611,13,0,1,0,0,40641.76
Greendale,upper-mid,-17.78706773250219,31.128703097193256,10.12,5,5,370,1092,35,1,0,1,1,449471.92
Ballantyne Park,premium,-17.757375487002772,31.075823585343695,8.81,1,1,430,1824,9,0,1,1,1,446168.17
Belvedere,middle,-17.851626404928975,31.012984933302192,4.09,1,1,67,425,29,0,0,1,0,119572.22
Mabelreign,middle,-17.808743483511467,30.997781408972354,5.58,5,5,177,1002,29,0,0,0,1,146107.91
Borrowdale,premium,-17.739071829581025,31.096105963796106,11.57,5,5,342,1783,11,0,1,0,1,685471.47
Avondale,upper-mid,-17.791162844046017,31.031107404571724,4.67,3,3,141,621,22,0,0,1,1,311207.68
Glen View,township,-17.93026538644343,30.969406356546582,13.63,5,5,40,200,46,0,0,0,0,42812.52
Hatfield,middle,-17.866807637214396,31.089830102141978,6.19,4,4,179,910,36,0,0,1,1,168373.09
Budiriro,township,-17.937616490257405,30.932187584646524,16.82,4,4,96,535,30,0,0,0,0,43779.65
Marlborough,middle,-17.77666092152509,30.950189905065347,11.72,4,3,160,1131,0,0,0,0,1,228480.37
Belvedere,middle,-17.857064524663542,31.01864769129803,4.02,5,4,202,1172,23,0,1,0,1,198337.11
Vainona,upper-mid,-17.780293164178165,31.077595833850697,6.61,1,1,311,1081,27,0,1,0,1,306683.16
Kambuzuma,township,-17.857542417509976,30.963394567288145,9.13,1,1,75,352,1,0,0,0,1,46745.77
Greendale,upper-mid,-17.79367904972062,31.13222471071033,10.12,6,5,343,2263,1,0,1,0,1,454791.36
Hatfield,middle,-17.859450529835723,31.090655442735937,5.78,2,1,134,900,6,0,1,0,1,129684.22
Greendale,upper-mid,-17.785708705250677,31.120120515574374,9.41,5,4,276,2399,41,0,1,1,1,416272.75
Avonlea,middle,-17.76907332010988,30.991577860989246,8.91,5,4,230,1314,33,0,0,0,1,244276.02
Hatfield,middle,-17.86720535801739,31.093307246193227,6.51,5,4,123,870,27,0,0,0,1,145319.77
Marlborough,middle,-17.776798574117752,30.948752409747353,11.84,6,6,161,1112,18,0,0,0,0,272635.74
Glen View,township,-17.924063189112985,30.966325724647835,13.28,6,5,97,455,14,0,0,0,0,51189.79
Avondale,upper-mid,-17.784497286593137,31.036475778849137,5.25,3,2,405,2639,36,0,1,1,1,303528.13
Belvedere,middle,-17.847318328188912,31.026841996710253,2.64,1,1,234,1294,40,0,0,0,0,102492.57
Greendale,upper-mid,-17.794956091125233,31.128511852899685,9.71,3,2,306,1734,19,1,0,1,1,384616.43
Greendale,upper-mid,-17.793620712193338,31.127561879155216,9.68,1,1,211,827,9,0,1,0,1,315310.2
Avondale,upper-mid,-17.788201651901467,31.033701686361475,4.91,1,1,290,1471,19,0,1,0,1,245034.76
Mt Pleasant,premium,-17.775013235812406,31.007196290217482,7.4,2,2,533,1594,16,1,1,1,1,511840.32
